userid,movieid,date_watch,time_watch,minutes,date_rate,time_rate,rating
229015,ray+2004,2022-08-20,22:36:35,99,2022-08-20,23:32,4
151021,disclosure+1994,2022-08-20,23:03:48,98,2022-08-20,23:31:15,3
161140,sleepless+in+seattle+1993,2022-08-20,22:09:30,48,2022-08-20,22:10:30,3
187647,romy+and+micheles+high+school+reunion+1997,2022-08-20,22:55:15,91,2022-08-20,22:58:19,2
193635,raiders+of+the+lost+ark+1981,2022-08-20,23:04:10,99,2022-08-20,23:22:43,5
108327,jurassic+park+1993,2022-08-20,23:04:29,96,2022-08-20,23:37:15,3
185,jurassic+park+1993,2022-08-20,23:53:48,99,2022-08-21,00:24:02,4
185,jurassic+park+1993,2022-08-21,00:21:59,127,2022-08-21,00:24:02,4
59204,transformers+revenge+of+the+fallen+2009,2022-08-20,23:59:04,85,2022-08-21,01:06:20,5
59204,transformers+revenge+of+the+fallen+2009,2022-08-21,01:05:19,151,2022-08-21,01:06:20,5
223217,independence+day+1996,2022-08-20,23:58:31,62,2022-08-21,01:23:55,5
223217,independence+day+1996,2022-08-21,01:22:55,146,2022-08-21,01:23:55,5
215387,aladdin+1992,2022-08-20,23:58:14,48,2022-08-21,00:41:45,5
215387,aladdin+1992,2022-08-21,00:38:45,89,2022-08-21,00:41:45,5
95434,her+2013,2022-08-20,23:56:31,9,2022-08-21,01:44:02,2
95434,her+2013,2022-08-21,01:43,115,2022-08-21,01:44:02,2
19062,schindlers+list+1993,2022-08-21,03:38:08,196,2022-08-21,03:39:08,5
184745,the+truman+show+1998,2022-08-21,02:23:46,103,2022-08-21,02:25:46,4
37477,east+of+eden+1955,2022-08-21,04:21:01,109,2022-08-21,04:29:09,4
35415,the+ten+commandments+1956,2022-08-21,06:24:04,221,2022-08-21,06:24:57,4
77892,pale+rider+1985,2022-08-21,06:19:24,116,2022-08-21,06:20:22,5
46876,the+outlaw+josey+wales+1976,2022-08-21,06:59:44,134,2022-08-21,07:02:37,4
92541,thinner+1996,2022-08-21,06:24:25,92,2022-08-21,06:26:23,4
26279,theres+something+about+mary+1998,2022-08-21,07:48:22,120,2022-08-21,07:49:26,3
161749,the+jungle+book+1994,2022-08-21,09:00:12,110,2022-08-21,09:03:10,4
162594,the+american+president+1995,2022-08-21,09:07:22,91,2022-08-21,09:24:34,5
185620,i+know+what+you+did+last+summer+1997,2022-08-21,11:49:33,35,2022-08-21,12:00:45,1
40615,affliction+1997,2022-08-21,13:01:06,94,2022-08-21,13:23:25,4
175411,star+trek+ii+the+wrath+of+khan+1982,2022-08-21,13:25:32,99,2022-08-21,13:41:34,4
93068,double+indemnity+1944,2022-08-21,13:56:40,99,2022-08-21,14:06:38,5
26318,rushmore+1998,2022-08-21,13:40:50,52,2022-08-21,13:41:50,5
106134,last+man+standing+1996,2022-08-21,15:26,99,2022-08-21,15:30:13,5
90653,kiss+kiss+bang+bang+2005,2022-08-21,15:44:24,98,2022-08-21,15:51:25,5
158814,the+rock+1996,2022-08-21,15:53:29,99,2022-08-21,16:32:27,3
138018,hoop+dreams+1994,2022-08-21,17:17:22,170,2022-08-21,17:20:15,5
133586,the+lord+of+the+rings+the+two+towers+2002,2022-08-21,18:09:15,170,2022-08-21,18:20:39,5
155124,oceans+eleven+2001,2022-08-21,17:11:02,99,2022-08-21,17:30:05,5
288,addams+family+values+1993,2022-08-21,17:13:09,88,2022-08-21,17:21:08,3
8165,mr.+woodcock+2007,2022-08-21,17:20:45,63,2022-08-21,17:21:43,1
75592,pollock+2000,2022-08-21,18:07:01,95,2022-08-21,18:36:34,4
38346,rocky+1976,2022-08-21,18:22,99,2022-08-21,18:44:08,3
67663,the+firm+1993,2022-08-21,18:25:05,99,2022-08-21,19:22:29,4
227437,adaptation.+2002,2022-08-21,19:04:47,99,2022-08-21,19:21:54,5
161738,blade+runner+1982,2022-08-21,19:54:49,98,2022-08-21,20:16,3
196248,bed+of+roses+1996,2022-08-21,19:52:42,88,2022-08-21,19:53:41,3
222399,cliffhanger+1993,2022-08-21,21:26:47,99,2022-08-21,21:42:18,4
184745,one+flew+over+the+cuckoos+nest+1975,2022-08-21,21:31:42,83,2022-08-21,22:24:33,4
154929,talk+to+her+2002,2022-08-21,22:03:22,99,2022-08-21,22:18:33,4
37477,tom++viv+1994,2022-08-21,22:12:43,98,2022-08-21,22:36:56,4
107092,the+silence+of+the+lambs+1991,2022-08-21,22:23:34,98,2022-08-21,22:46:21,5
223217,star+trek+first+contact+1996,2022-08-21,22:43:47,97,2022-08-21,22:59:36,4
90653,oldboy+2003,2022-08-21,23:06:36,99,2022-08-21,23:29:35,5
95873,klute+1971,2022-08-21,23:15:41,93,2022-08-21,23:38:56,3
106134,scream+1996,2022-08-21,22:56:59,84,2022-08-21,23:26:01,4
167539,the+bourne+identity+2002,2022-08-21,23:49:15,90,2022-08-22,00:20:17,3
167539,the+bourne+identity+2002,2022-08-22,00:19:16,120,2022-08-22,00:20:17,3
175411,howards+end+1992,2022-08-21,23:59:52,89,2022-08-22,00:53:06,4
175411,howards+end+1992,2022-08-22,00:44:04,133,2022-08-22,00:53:06,4
19062,casablanca+1942,2022-08-21,23:52:55,64,2022-08-22,00:32:54,5
19062,casablanca+1942,2022-08-22,00:28:54,100,2022-08-22,00:32:54,5
198604,twister+1996,2022-08-21,23:59:56,71,2022-08-22,00:43:59,3
198604,twister+1996,2022-08-22,00:41:58,113,2022-08-22,00:43:59,3
67663,outbreak+1995,2022-08-21,23:59,26,2022-08-22,01:42:05,5
67663,outbreak+1995,2022-08-22,01:40:08,127,2022-08-22,01:42:05,5
172020,outbreak+1995,2022-08-21,23:43:44,9,2022-08-22,01:43:57,4
172020,outbreak+1995,2022-08-22,01:38:06,123,2022-08-22,01:43:57,4
151021,ace+ventura+pet+detective+1994,2022-08-22,02:11:01,86,2022-08-22,02:13:02,4
48398,the+thomas+crown+affair+1999,2022-08-22,02:43:49,114,2022-08-22,02:44:48,3
26279,the+family+man+2000,2022-08-22,04:00:57,125,2022-08-22,04:03:01,5
54923,alice+sweet+alice+1976,2022-08-22,04:04:04,99,2022-08-22,04:05:04,4
75742,batman+forever+1995,2022-08-22,04:28:49,122,2022-08-22,04:29:49,2
215387,the+bourne+supremacy+2004,2022-08-22,05:43:10,109,2022-08-22,05:44:12,3
187647,drop+dead+gorgeous+1999,2022-08-22,05:39:37,97,2022-08-22,05:42:28,1
75592,charlies+angels+2000,2022-08-22,09:35:56,99,2022-08-22,09:36:47,2
196248,bowfinger+1999,2022-08-22,10:10:47,98,2022-08-22,10:11:45,4
222399,clueless+1995,2022-08-22,13:16:02,97,2022-08-22,13:17:59,3
56884,mary+poppins+1964,2022-08-22,13:17:08,94,2022-08-22,14:04:03,5
59204,monsters+vs+aliens+2009,2022-08-22,13:47:28,94,2022-08-22,13:49:29,3
35415,close+encounters+of+the+third+kind+1977,2022-08-22,14:16:25,98,2022-08-22,14:55:24,2
288,clear+and+present+danger+1994,2022-08-22,14:23:43,99,2022-08-22,15:07:22,3
176853,blade+runner+1982,2022-08-22,15:22:06,99,2022-08-22,15:41:56,4
161738,billy+madison+1995,2022-08-22,16:23:27,89,2022-08-22,16:25:27,5
147954,dumb+and+dumber+1994,2022-08-22,17:07:22,99,2022-08-22,17:17:15,4
92541,shes+the+one+1996,2022-08-22,17:16:21,87,2022-08-22,17:27:24,3
93846,the+parallax+view+1974,2022-08-22,18:01:40,97,2022-08-22,18:08:56,4
25391,minority+report+2002,2022-08-22,19:26:46,99,2022-08-22,20:15:10,4
46502,i+now+pronounce+you+chuck++larry+2007,2022-08-22,18:35:50,9,2022-08-22,18:36:50,4
191757,little+voice+1998,2022-08-22,20:08,21,2022-08-22,20:09:58,2
179149,nell+1994,2022-08-22,21:38:34,99,2022-08-22,21:53:42,4
161749,fantasia+2000+1999,2022-08-22,21:12:15,50,2022-08-22,21:13:15,3
131942,father+of+the+bride+1950,2022-08-22,22:32:56,90,2022-08-22,22:36:50,4
95873,the+crying+game+1992,2022-08-22,22:40:43,97,2022-08-22,22:57:31,4
31097,this+is+spinal+tap+1984,2022-08-22,21:30:55,23,2022-08-22,21:31:56,2
198604,dragonheart+1996,2022-08-22,23:55:48,99,2022-08-23,00:01:54,3
198604,dragonheart+1996,2022-08-23,00:00:52,104,2022-08-23,00:01:54,3
161738,a+grand+day+out+1990,2022-08-22,22:39:08,24,2022-08-22,22:40:02,4
185,true+lies+1994,2022-08-22,23:59:14,82,2022-08-23,01:00:17,4
185,true+lies+1994,2022-08-23,00:57:16,140,2022-08-23,01:00:17,4
54923,the+cell+2000,2022-08-22,23:39,61,2022-08-22,23:45:02,2
165890,the+godfather+part+ii+1974,2022-08-22,23:56:33,47,2022-08-22,23:57:30,3
7143,a+goofy+movie+1995,2022-08-22,23:51:32,7,2022-08-23,00:58:12,1
7143,a+goofy+movie+1995,2022-08-23,00:57:10,72,2022-08-23,00:58:12,1
133586,escape+from+the+planet+of+the+apes+1971,2022-08-23,01:45:55,98,2022-08-23,01:47:53,4
75592,himalaya+1999,2022-08-23,00:38:09,33,2022-08-23,00:40:06,2
161521,25th+hour+2002,2022-08-23,02:29:20,136,2022-08-23,02:30:19,3
215042,the+cutting+edge+1992,2022-08-23,02:03:24,101,2022-08-23,02:05:26,5
158814,leaving+las+vegas+1995,2022-08-23,02:23:46,110,2022-08-23,02:27:40,5
48398,waynes+world+1992,2022-08-23,02:18:22,94,2022-08-23,02:20:27,4
75509,twelve+monkeys+1995,2022-08-23,03:07:52,129,2022-08-23,03:09:48,4
9456,the+talented+mr.+ripley+1999,2022-08-23,03:27:39,94,2022-08-23,03:31:41,3
179149,cliffhanger+1993,2022-08-23,03:53:41,113,2022-08-23,03:54:41,4
172020,star+trek+generations+1994,2022-08-23,04:30:40,114,2022-08-23,04:36:26,4
162594,quiz+show+1994,2022-08-23,04:51:57,134,2022-08-23,04:52:57,4
117069,snow+white+and+the+seven+dwarfs+1937,2022-08-23,03:28:49,1,2022-08-23,03:30:52,4
38346,the+truth+about+cats++dogs+1996,2022-08-23,04:08:41,35,2022-08-23,04:14:46,3
108327,braveheart+1995,2022-08-23,07:14:55,177,2022-08-23,07:16:53,3
193635,dinosaur+2000,2022-08-23,06:52:11,83,2022-08-23,06:53:16,3
138018,local+hero+1983,2022-08-23,08:02:37,112,2022-08-23,08:03:40,4
14301,the+crow+1994,2022-08-23,08:32:53,102,2022-08-23,08:34:54,4
90653,nowhere+to+hide+1999,2022-08-23,09:27:51,112,2022-08-23,09:29:42,5
197160,the+naked+gun+33+the+final+insult+1994,2022-08-23,10:32:56,83,2022-08-23,10:35:02,5
176853,strange+days+1995,2022-08-23,12:43:55,145,2022-08-23,12:45:58,3
206574,titanic+1997,2022-08-23,15:50:54,195,2022-08-23,15:51:53,4
59204,cinderella+1950,2022-08-23,13:36:31,71,2022-08-23,13:41:32,1
93068,breakfast+at+tiffanys+1961,2022-08-23,14:52:21,90,2022-08-23,15:14:41,5
19062,the+godfather+1972,2022-08-23,16:29:37,172,2022-08-23,16:34:40,5
187647,bringing+out+the+dead+1999,2022-08-23,15:25:13,98,2022-08-23,15:50:02,1
20679,goodfellas+1990,2022-08-23,16:00:43,99,2022-08-23,16:48:33,4
223217,happy+gilmore+1996,2022-08-23,16:01:33,93,2022-08-23,16:02:35,4
26318,yi+yi+2000,2022-08-23,17:38:24,170,2022-08-23,17:43:24,5
89382,the+net+1995,2022-08-23,16:28:07,97,2022-08-23,16:46:59,4
62148,memento+2000,2022-08-23,16:52:46,96,2022-08-23,17:12:09,5
93846,full+metal+jacket+1987,2022-08-23,17:18:29,99,2022-08-23,17:37:26,4
62667,schindlers+list+1993,2022-08-23,19:21:57,181,2022-08-23,19:38:24,4
155124,star+trek+ii+the+wrath+of+khan+1982,2022-08-23,18:06:09,98,2022-08-23,18:23:10,4
288,terminator+2+judgment+day+1991,2022-08-23,19:23:40,99,2022-08-23,20:09:21,4
135237,unforgiven+1992,2022-08-23,19:18:29,93,2022-08-23,19:58:24,5
175436,blue+is+the+warmest+color+2013,2022-08-23,20:09:55,99,2022-08-23,21:32:26,4
17594,austin+powers+the+spy+who+shagged+me+1999,2022-08-23,20:17:20,92,2022-08-23,20:22:19,3
164871,some+like+it+hot+1959,2022-08-23,19:10:46,0,2022-08-23,19:12:44,3
19062,patton+1970,2022-08-23,21:41:34,99,2022-08-23,22:57:21,5
67663,four+weddings+and+a+funeral+1994,2022-08-23,21:43:45,99,2022-08-23,22:04,5
161140,aladdin+1992,2022-08-23,21:40:10,91,2022-08-23,21:41:11,3
97600,american+pie+1999,2022-08-23,23:28:13,96,2022-08-23,23:29:17,3
155124,x2+2003,2022-08-23,23:41:58,4,2022-08-24,01:53:01,3
155124,x2+2003,2022-08-24,01:52:01,134,2022-08-24,01:53:01,3
133586,save+the+last+dance+2001,2022-08-23,23:56:47,9,2022-08-24,01:38:44,1
133586,save+the+last+dance+2001,2022-08-24,01:37:46,104,2022-08-24,01:38:44,1
161521,baseketball+1998,2022-08-24,02:07:14,104,2022-08-24,02:08:15,4
288,the+net+1995,2022-08-24,02:21:47,113,2022-08-24,02:24:48,4
147954,sweet+home+alabama+2002,2022-08-24,02:20:01,109,2022-08-24,02:21,5
54923,jackie+brown+1997,2022-08-24,03:09:52,154,2022-08-24,03:11:46,3
212640,hackers+1995,2022-08-24,02:53:03,108,2022-08-24,02:54:07,4
90653,the+philadelphia+story+1940,2022-08-24,04:02:06,113,2022-08-24,04:03:06,5
59204,alvin+and+the+chipmunks+the+squeakquel+2009,2022-08-24,03:50:52,88,2022-08-24,03:52:53,4
131942,the+odd+couple+1968,2022-08-24,06:06:53,107,2022-08-24,06:07:49,4
48398,the+player+1992,2022-08-24,04:53:40,31,2022-08-24,05:03:04,3
106134,the+stupids+1996,2022-08-24,08:04:45,82,2022-08-24,08:18:47,3
62148,an+officer+and+a+gentleman+1982,2022-08-24,08:46:28,119,2022-08-24,08:53:31,4
153384,pulp+fiction+1994,2022-08-24,09:41:20,154,2022-08-24,09:43:18,4
113106,die+hard+with+a+vengeance+1995,2022-08-24,10:15:15,129,2022-08-24,10:16:18,3
179149,the+lion+king+1994,2022-08-24,10:44:43,90,2022-08-24,10:45:40,3
75742,alien+1979,2022-08-24,11:17:34,111,2022-08-24,11:25:27,4
215042,the+thomas+crown+affair+1968,2022-08-24,11:28:41,99,2022-08-24,11:33:44,4
77892,the+flying+deuces+1939,2022-08-24,12:58:09,62,2022-08-24,13:07:01,5
158814,fargo+1996,2022-08-24,14:23:16,99,2022-08-24,14:24:17,5
107092,21+grams+2003,2022-08-24,14:49:49,99,2022-08-24,15:17:03,4
93846,the+last+waltz+1978,2022-08-24,15:20:58,94,2022-08-24,15:45:43,5
178659,the+brady+bunch+movie+1995,2022-08-24,15:18:50,85,2022-08-24,15:19:52,3
222399,sleepless+in+seattle+1993,2022-08-24,15:38:03,99,2022-08-24,15:46:02,5
162594,the+fugitive+1993,2022-08-24,16:42:01,99,2022-08-24,17:15:27,5
24432,x2+2003,2022-08-24,17:08:34,99,2022-08-24,17:44:46,4
138018,a+close+shave+1995,2022-08-24,16:07:42,31,2022-08-24,16:08:38,5
161738,american+beauty+1999,2022-08-24,17:52:32,96,2022-08-24,18:20:31,4
90382,the+rock+1996,2022-08-24,18:21:48,99,2022-08-24,19:00:43,3
37477,pulp+fiction+1994,2022-08-24,18:20:26,99,2022-08-24,19:18:07,4
35415,star+trek+iv+the+voyage+home+1986,2022-08-24,19:05:49,99,2022-08-24,19:27:39,3
93068,gaslight+1944,2022-08-24,19:26:45,93,2022-08-24,19:49:20,5
158594,much+ado+about+nothing+1993,2022-08-24,19:37:04,97,2022-08-24,19:53:13,5
187647,austin+powers+the+spy+who+shagged+me+1999,2022-08-24,20:18:02,75,2022-08-24,20:28:51,1
151021,fargo+1996,2022-08-24,21:32:13,99,2022-08-24,21:33:09,5
75509,the+grey+2012,2022-08-24,21:39:46,98,2022-08-24,22:00:36,4
165890,witness+1985,2022-08-24,22:38:20,99,2022-08-24,22:54:25,4
14301,batman+1989,2022-08-24,22:38:01,99,2022-08-24,23:06:38,3
129573,a+grand+day+out+1990,2022-08-24,21:45:36,23,2022-08-24,21:47:31,5
25391,apollo+13+1995,2022-08-24,23:04:44,99,2022-08-24,23:52:34,4
40615,lone+star+1996,2022-08-24,23:41:57,98,2022-08-25,00:21:23,4
40615,lone+star+1996,2022-08-25,00:19:19,135,2022-08-25,00:21:23,4
100130,the+wrong+trousers+1993,2022-08-24,22:46:06,27,2022-08-24,22:51:21,4
164871,duck+soup+1933,2022-08-24,23:54:51,30,2022-08-25,00:35:22,1
164871,duck+soup+1933,2022-08-25,00:34:17,69,2022-08-25,00:35:22,1
15755,jerry+maguire+1996,2022-08-24,23:45:38,6,2022-08-25,02:01:04,1
15755,jerry+maguire+1996,2022-08-25,02:00:04,140,2022-08-25,02:01:04,1
69230,all+dogs+go+to+heaven+2+1996,2022-08-24,23:54:24,8,2022-08-25,01:10:28,5
69230,all+dogs+go+to+heaven+2+1996,2022-08-25,01:08:37,82,2022-08-25,01:10:28,5
223217,twelve+monkeys+1995,2022-08-25,02:13:54,130,2022-08-25,02:14:56,2
161140,ace+ventura+when+nature+calls+1995,2022-08-25,01:33:19,88,2022-08-25,01:37:26,4
59204,tarzan+1999,2022-08-25,02:15:27,89,2022-08-25,02:16:28,3
93068,addicted+to+love+1997,2022-08-25,02:15:04,10,2022-08-25,02:16:04,1
167539,spanglish+2004,2022-08-25,04:57:12,116,2022-08-25,05:13:01,4
108327,the+shawshank+redemption+1994,2022-08-25,05:29:30,143,2022-08-25,05:30:25,5
215387,the+brothers+grimm+2005,2022-08-25,05:35:10,117,2022-08-25,05:38:11,1
95873,the+spanish+prisoner+1997,2022-08-25,08:44:26,111,2022-08-25,08:45:28,2
95434,raging+bull+1980,2022-08-25,08:26:28,127,2022-08-25,08:30:24,4
135237,the+shawshank+redemption+1994,2022-08-25,09:12:03,127,2022-08-25,09:29:18,5
288,ghost+1990,2022-08-25,12:15:09,121,2022-08-25,12:23:17,3
191757,the+unbearable+lightness+of+being+1988,2022-08-25,13:43:08,172,2022-08-25,13:44:14,3
35415,lost+in+space+1998,2022-08-25,12:49:21,99,2022-08-25,13:22:26,3
227437,pulp+fiction+1994,2022-08-25,13:48:40,153,2022-08-25,13:51:37,5
117069,wolf+1994,2022-08-25,13:02:04,99,2022-08-25,13:29:28,3
161749,the+cat+returns+2002,2022-08-25,12:31:56,66,2022-08-25,12:42:48,4
38346,johnny+mnemonic+1995,2022-08-25,14:09:43,96,2022-08-25,14:12:41,3
215042,charlies+angels+2000,2022-08-25,15:05:56,99,2022-08-25,15:06:56,2
92541,matilda+1996,2022-08-25,15:31:09,99,2022-08-25,15:32:07,4
164060,the+others+2001,2022-08-25,15:57:14,99,2022-08-25,16:01:14,4
77892,earth+girls+are+easy+1988,2022-08-25,16:22:07,99,2022-08-25,16:25:06,5
229015,interview+with+the+vampire+1994,2022-08-25,17:17:34,99,2022-08-25,17:43:37,5
37721,waterworld+1995,2022-08-25,17:25:45,99,2022-08-25,18:04:20,3
154929,monty+python+and+the+holy+grail+1975,2022-08-25,16:30:37,27,2022-08-25,16:32:39,5
184745,raging+bull+1980,2022-08-25,18:35:41,99,2022-08-25,19:08:08,5
175436,the+hobbit+an+unexpected+journey+2012,2022-08-25,18:33:39,97,2022-08-25,19:47:30,4
75742,the+terminator+1984,2022-08-25,19:30:49,98,2022-08-25,19:42:55,3
161738,double+jeopardy+1999,2022-08-25,19:38:52,98,2022-08-25,19:47:55,3
158814,mr.+hollands+opus+1995,2022-08-25,19:54:39,97,2022-08-25,20:36:12,5
161521,fight+club+1999,2022-08-25,20:19:59,99,2022-08-25,21:02:10,4
107092,a+few+good+men+1992,2022-08-25,20:23:25,99,2022-08-25,21:04:35,4
54923,bell_+book+and+candle+1958,2022-08-25,20:20:29,96,2022-08-25,20:32:24,2
89378,indiana+jones+and+the+temple+of+doom+1984,2022-08-25,20:33:10,99,2022-08-25,20:54:13,5
222399,dances+with+wolves+1990,2022-08-25,20:47:53,99,2022-08-25,22:11:59,4
151021,the+american+president+1995,2022-08-25,20:50:13,99,2022-08-25,20:59:10,4
138018,the+full+monty+1997,2022-08-25,20:54:43,90,2022-08-25,20:57:36,4
75592,the+insider+1999,2022-08-25,21:02:24,98,2022-08-25,22:03:31,4
113106,get+shorty+1995,2022-08-25,21:38:55,99,2022-08-25,21:47:10,3
101462,se7en+1995,2022-08-25,21:48:22,98,2022-08-25,22:19:10,4
193710,fly+away+home+1996,2022-08-25,21:54:05,99,2022-08-25,22:04:10,4
197160,the+great+muppet+caper+1981,2022-08-25,22:15:24,95,2022-08-25,22:17:24,3
222334,mission+impossible+ii+2000,2022-08-25,23:58:49,97,2022-08-26,00:26:51,2
222334,mission+impossible+ii+2000,2022-08-26,00:24:49,123,2022-08-26,00:26:51,2
223217,the+long+kiss+goodnight+1996,2022-08-25,23:53:33,76,2022-08-26,00:40:04,4
223217,the+long+kiss+goodnight+1996,2022-08-26,00:39:04,121,2022-08-26,00:40:04,4
90653,shaun+of+the+dead+2004,2022-08-25,23:55:32,73,2022-08-26,00:23:40,5
90653,shaun+of+the+dead+2004,2022-08-26,00:21:39,99,2022-08-26,00:23:40,5
48398,the+wrong+trousers+1993,2022-08-25,23:13:01,31,2022-08-25,23:14:01,5
288,beauty+and+the+beast+1991,2022-08-25,23:59,49,2022-08-26,00:36:41,3
288,beauty+and+the+beast+1991,2022-08-26,00:34:38,84,2022-08-26,00:36:41,3
215387,chocolat+2000,2022-08-25,23:57:59,34,2022-08-26,01:32:16,5
215387,chocolat+2000,2022-08-26,01:29:20,120,2022-08-26,01:32:16,5
75509,american+gangster+2007,2022-08-26,02:58:08,158,2022-08-26,02:59:07,4
145173,star+wars+episode+ii+-+attack+of+the+clones+2002,2022-08-26,02:46:33,143,2022-08-26,02:47:35,3
117069,tron+1982,2022-08-26,02:32:32,97,2022-08-26,02:33:34,2
43544,national+lampoons+vacation+1983,2022-08-26,02:39:11,99,2022-08-26,02:40:10,3
59204,jimmy+neutron+boy+genius+2001,2022-08-26,02:25:47,82,2022-08-26,02:28:41,4
14301,senior+trip+1995,2022-08-26,03:31:31,92,2022-08-26,03:32:34,3
107092,the+piano+1993,2022-08-26,04:58:25,122,2022-08-26,04:59:26,5
106134,toy+story+1995,2022-08-26,05:41:24,79,2022-08-26,05:45:24,5
133586,fiddler+on+the+roof+1971,2022-08-26,07:52:37,182,2022-08-26,07:53:34,4
95434,21+grams+2003,2022-08-26,06:56:36,124,2022-08-26,06:58:40,4
25391,the+terminator+1984,2022-08-26,09:37:35,107,2022-08-26,09:40:41,4
147954,the+nanny+diaries+2007,2022-08-26,09:32:52,88,2022-08-26,09:33:54,2
15755,taxi+driver+1976,2022-08-26,11:13:15,63,2022-08-26,12:05:58,5
93068,do+the+right+thing+1989,2022-08-26,12:14:39,120,2022-08-26,12:16:35,5
175436,frostnixon+2008,2022-08-26,12:00:26,97,2022-08-26,12:27:10,4
19062,snake+eyes+1998,2022-08-26,16:50:34,99,2022-08-26,16:51:36,4
185,nine+months+1995,2022-08-26,16:57:51,99,2022-08-26,17:03:48,2
179149,clear+and+present+danger+1994,2022-08-26,17:28:29,99,2022-08-26,18:12:38,3
206171,mission+impossible+1996,2022-08-26,18:58:14,98,2022-08-26,19:12:09,3
18165,fantastic+four+2005,2022-08-26,17:37:30,5,2022-08-26,17:39:32,1
75592,almost+famous+2000,2022-08-26,19:18:16,97,2022-08-26,19:45:15,2
42438,beauty+and+the+beast+1991,2022-08-26,19:06:09,83,2022-08-26,19:09:09,4
138018,the+poseidon+adventure+1972,2022-08-26,18:48:53,58,2022-08-26,18:52:55,2
26318,whats+eating+gilbert+grape+1993,2022-08-26,19:55:22,98,2022-08-26,20:17:21,5
227437,oceans+eleven+2001,2022-08-26,20:08:20,99,2022-08-26,20:32:31,4
161738,sin+city+2005,2022-08-26,20:16:56,98,2022-08-26,20:45:37,4
193635,the+iron+giant+1999,2022-08-26,20:12:43,87,2022-08-26,20:13:38,5
37721,schindlers+list+1993,2022-08-26,20:18:20,97,2022-08-26,21:58:03,5
122464,license+to+wed+2007,2022-08-26,20:23:44,92,2022-08-26,20:24:45,5
7143,if....+1968,2022-08-26,20:33:08,99,2022-08-26,20:46:59,4
184745,saving+private+ryan+1998,2022-08-26,20:33:43,98,2022-08-26,21:46:29,1
62667,the+lord+of+the+rings+the+return+of+the+king+2003,2022-08-26,20:39:15,97,2022-08-26,22:25:40,5
222399,ace+ventura+pet+detective+1994,2022-08-26,20:57:02,84,2022-08-26,21:01:10,1
92541,moll+flanders+1996,2022-08-26,21:09:51,98,2022-08-26,21:36:27,5
198604,a+time+to+kill+1996,2022-08-26,20:43:15,58,2022-08-26,20:45:13,2
161521,the+nightmare+before+christmas+1993,2022-08-26,21:06:18,76,2022-08-26,21:08:20,3
90382,snatch+2000,2022-08-26,21:56:27,99,2022-08-26,22:02:24,4
106916,erin+brockovich+2000,2022-08-26,21:57:59,93,2022-08-26,22:37:40,4
77892,arsenic+and+old+lace+1944,2022-08-26,20:53:13,9,2022-08-26,21:03:32,3
175436,looper+2012,2022-08-26,22:30:47,99,2022-08-26,22:52:07,4
151021,se7en+1995,2022-08-26,21:17:26,8,2022-08-26,21:27:24,4
179149,disclosure+1994,2022-08-26,23:22:08,98,2022-08-26,23:49:13,2
8165,hairspray+2007,2022-08-26,23:44:41,98,2022-08-27,00:05:54,3
8165,hairspray+2007,2022-08-27,00:04:51,118,2022-08-27,00:05:54,3
161521,babylon+a.d.+2008,2022-08-26,23:58:36,82,2022-08-27,00:19:44,3
161521,babylon+a.d.+2008,2022-08-27,00:18:46,102,2022-08-27,00:19:44,3
31097,little+shop+of+horrors+1986,2022-08-26,23:58:02,79,2022-08-27,00:15,2
31097,little+shop+of+horrors+1986,2022-08-27,00:12:57,94,2022-08-27,00:15,2
15755,the+usual+suspects+1995,2022-08-26,23:46:42,9,2022-08-27,01:29:48,5
15755,the+usual+suspects+1995,2022-08-27,01:27:44,106,2022-08-27,01:29:48,5
108327,batman+1989,2022-08-26,23:49:15,8,2022-08-27,01:49:26,3
108327,batman+1989,2022-08-27,01:48:27,127,2022-08-27,01:49:26,3
135237,the+bridge+on+the+river+kwai+1957,2022-08-27,03:05:27,162,2022-08-27,03:06:27,5
1724,star+wars+1977,2022-08-27,02:53:18,122,2022-08-27,02:54:11,5
161738,the+dark+knight+2008,2022-08-27,05:21:30,152,2022-08-27,05:23:31,5
131942,candy+1968,2022-08-27,05:05:06,125,2022-08-27,05:06:04,4
59204,x-men+first+class+2011,2022-08-27,06:11:25,132,2022-08-27,06:13:27,4
158814,broken+arrow+1996,2022-08-27,06:14:24,29,2022-08-27,06:15:25,3
79084,the+manchurian+candidate+1962,2022-08-27,07:56:58,126,2022-08-27,07:58:57,3
92541,toy+story+1995,2022-08-27,07:58:15,78,2022-08-27,08:03:16,4
107092,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2022-08-27,12:09:51,173,2022-08-27,12:16:55,4
138018,dracula+1992,2022-08-27,10:01:08,2,2022-08-27,10:02:07,1
206574,star+trek+iv+the+voyage+home+1986,2022-08-27,13:50:01,98,2022-08-27,14:13:28,3
89378,a+clockwork+orange+1971,2022-08-27,14:14:31,99,2022-08-27,14:53:55,5
101462,shrek+the+halls+2007,2022-08-27,13:09:23,27,2022-08-27,13:10:22,2
75509,black+swan+2010,2022-08-27,15:31:47,98,2022-08-27,15:43:37,4
90653,airheads+1994,2022-08-27,17:43:24,93,2022-08-27,17:44:20,4
133586,monsters+ball+2001,2022-08-27,17:58:18,98,2022-08-27,18:13:16,3
62148,schindlers+list+1993,2022-08-27,19:59:06,190,2022-08-27,20:06:04,5
